UniqueID	CloneID	Symbol	Name	EntrezID
UG1D10	24886	RUNX1T1	Runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	862
UG1D11	24899	DAG1	Dystroglycan 1 (dystrophin-associated glycoprotein 1)	1605
UG1D12	24927	DDB2	Damage-specific DNA binding protein 2, 48kDa	1643
UG1E3	25169	MAPRE1	Microtubule-associated protein, RP/EB family, member 1	22919
UG1E4	25400	TCF4	Transcription factor 4	6925
UG1E6	25495	PSME4	Proteasome (prosome, macropain) activator subunit 4	23198
UG1E7	25517	BTD	Biotinidase	686
UG1E8	25584	UQCRC2	Ubiquinol-cytochrome c reductase core protein II	7385
UG1E9	25725			
UG1F1	26082	VLDLR	Very low density lipoprotein receptor	7436
UG1F2	26087	GSTT1	Glutathione S-transferase theta 1	2952
UG1F3	26129	ITIH2	Inter-alpha-trypsin inhibitor heavy chain 2	3698
UG1F4	26128	TRAF4	TNF receptor-associated factor 4	9618
UG1F5	26147	ANXA11	Annexin A11	311
UG1F6	26184	PFKP	Phosphofructokinase, platelet	5214
UG1F7	26286		Transcribed locus, moderately similar to XP_001252129.1 PREDICTED: mannose receptor, C type 1, partial [Bos taurus]	
UG1F8	26366	PDIA3	Protein disulfide isomerase family A, member 3	2923
UG1F9	26483	HSP90AA1	Heat shock protein 90kDa alpha (cytosolic), class A member 1	3320
UG1F10	26531	TCEA1	Transcription elongation factor A (SII), 1	6917
UG1F11	26541	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	4085
UG1F12	26572	MARCKS	Myristoylated alanine-rich protein kinase C substrate	4082
UG1G2	26593			
UG1G4	26789	LAMC1	Laminin, gamma 1 (formerly LAMB2)	3915
UG1G6	26922	DHPS	Deoxyhypusine synthase	1725
UG1G7	27230	PPP2R2A	Protein phosphatase 2, regulatory subunit B, alpha	5520
UG1G9	27473	CLN3	Ceroid-lipofuscinosis, neuronal 3	1201
UG1G10	27511	CEP57	Centrosomal protein 57kDa	9702
UG1G11	27549			
UG1G12	27624			
UG1H3	27794	PCBP1	Poly(rC) binding protein 1	5093
UG1H4	27815	SLC6A8	Solute carrier family 6 (neurotransmitter transporter, creatine), member 8	6535
UG1H5	27818	ESD	Esterase D	2098
UG1H6	27848	ACAA1	Acetyl-CoA acyltransferase 1	30
UG1H7	27927	EXOSC10	Exosome component 10	5394
UG1H8	28089	D4S234E	DNA segment on chromosome 4 (unique) 234 expressed sequence	27065
UG1H9	28116	KPNA2	Karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	3838
UG1H11	28309	PI4KA	Phosphatidylinositol 4-kinase, catalytic, alpha	5297
UG1H12	28410	AMPD2	Adenosine monophosphate deaminase 2	271
UG2A1	28573	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	5243
UG2A2	28595	LTA4H	Leukotriene A4 hydrolase	4048
UG2A3	28776	CLTC	Clathrin, heavy chain (Hc)	1213
UG2A4	28985	NAGA	N-acetylgalactosaminidase, alpha-	4668
UG2A5	29054			
UG2A6	29204	PLEKHH1	Pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	57475
UG2A7	29234	RGN	Regucalcin (senescence marker protein-30)	9104
UG2A8	29435	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	328
UG2A9	29438	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	7515
UG2A10	29627	LIG1	Ligase I, DNA, ATP-dependent	3978
UG2A11	29629			
UG2A12	29640	PSMD8	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	5714
UG2B1	29799	UCHL3	Ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	7347
UG2B2	30012	SPARCL1	SPARC-like 1 (hevin)	8404
UG2B3	30149	ALPL	Alkaline phosphatase, liver/bone/kidney	249
UG2B4	30272	SLC9A1	Solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1	6548
UG2B5	30543	TAP1	Transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	6890
UG2B6	30573	GALC	Galactosylceramidase	2581
UG2B7	30578	OAT	Ornithine aminotransferase	4942
UG2B8	30588	M6PR	Mannose-6-phosphate receptor (cation dependent)	4074
UG2B9	30592	STIP1	Stress-induced-phosphoprotein 1	10963
UG2B10	30622	TRPC1	Transient receptor potential cation channel, subfamily C, member 1	7220
UG2B12	30664	AGA	Aspartylglucosaminidase	175
UG2C1	30691			
UG2C2	30730	ASS1	Argininosuccinate synthase 1	445
UG2C3	30802	SARS	Seryl-tRNA synthetase	6301
UG2C4	30852	GDI1	GDP dissociation inhibitor 1	2664
UG2C5	30885	SART3	Squamous cell carcinoma antigen recognized by T cells 3	9733
UG2C6	30970	PEBP1	Phosphatidylethanolamine binding protein 1	5037
UG2C7	30966	DCN	Decorin	1634
UG2C9	31061	PRKCSH	Protein kinase C substrate 80K-H	5589
UG2C12	31143			
UG2D1	31155	STARD3	StAR-related lipid transfer (START) domain containing 3	10948
UG2D2	31154	MAL	Mal, T-cell differentiation protein	4118
UG2D3	31169	CAPZA2	Capping protein (actin filament) muscle Z-line, alpha 2	830
UG2D4	31164	EPHX1	Epoxide hydrolase 1, microsomal (xenobiotic)	2052
UG2D6	31238	PRDX2	Peroxiredoxin 2	7001
UG2D7	31242	PPP2CB	Protein phosphatase 2, catalytic subunit, beta isozyme	5516
UG2D8	31355	ID1	Inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	3397
UG2D9	31454	UBB	Ubiquitin B	7314
UG2D10	31456	GANAB	Glucosidase, alpha; neutral AB	23193
UG2D12	31863	SON	SON DNA binding protein	6651
UG2E1	31852	PPP2R5D	Protein phosphatase 2, regulatory subunit B@#$%&, delta	5528
UG2E2	31855			
UG2E3	31988	PPP1CA	Protein phosphatase 1, catalytic subunit, alpha isozyme	5499
UG2E4	32141	FNTA	Farnesyltransferase, CAAX box, alpha	2339
UG2E5	32198	ATP6AP1	ATPase, H+ transporting, lysosomal accessory protein 1	537
UG2E6	32304	CADPS	Ca++-dependent secretion activator	8618
UG2E8	32409	TAGLN2	Transgelin 2	8407
UG2E9	32407	PHKG2	Phosphorylase kinase, gamma 2 (testis)	5261
UG2E10	32438	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	481
UG2E11	32427	PPP2R4	Protein phosphatase 2A activator, regulatory subunit 4	5524
UG2F1	32609	LAMA4	Laminin, alpha 4	3910
UG2F2	32615			
UG2F3	32626	TESK1	Testis-specific kinase 1	7016
UG2F5	32649	ATP6V1E1	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1	529
UG2F6	32644	G6PD	Glucose-6-phosphate dehydrogenase	2539
UG2F7	32658	CLU	Clusterin	1191
UG2F8	32682			
UG2F9	32684			
UG2F10	32717	HTT	Huntingtin	3064
UG2F11	32707	PPP1R7	Protein phosphatase 1, regulatory subunit 7	5510
UG2F12	32750	PON1	Paraoxonase 1	5444
UG2G1	32774	PEA15	Phosphoprotein enriched in astrocytes 15	8682
UG2G2	32790			
UG2G3	32822	GPS1	G protein pathway suppressor 1	2873
UG2G4	32875	DAP3	Death associated protein 3	7818
UG2G5	32898	ECHS1	Enoyl CoA hydratase, short chain, 1, mitochondrial	1892
UG2G6	33008	AKR1B1	Aldo-keto reductase family 1, member B1 (aldose reductase)	231
UG2G7	33045	NPY1R	Neuropeptide Y receptor Y1	4886
UG2G8	33183	RPN2	Ribophorin II	6185
UG2G9	33176	CTSH	Cathepsin H	1512
UG2G10	33267			
UG2G11	33274			
UG2G12	33415			
UG2H2	33477	EBP	Emopamil binding protein (sterol isomerase)	10682
UG2H3	33525	EEF1G	Eukaryotic translation elongation factor 1 gamma	1937
UG2H4	33620			
UG2H5	33632	GOT1	Glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	2805
UG2H6	33643			
UG2H7	33690	CPSF6	Cleavage and polyadenylation specific factor 6, 68kDa	11052
UG2H8	33692	ALDH2	Aldehyde dehydrogenase 2 family (mitochondrial)	217
UG2H9	33794	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	509
UG2H10	33803	MLH3	MutL homolog 3 (E. coli)	27030
UG2H11	33831	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1660
UG2H12	33943	GLB1	Galactosidase, beta 1	2720
UG3A3	34005	IFNGR2	Interferon gamma receptor 2 (interferon gamma transducer 1)	3460
UG3A4	34141			
UG3A6	34247	CDK11B	Cyclin-dependent kinase 11B	984
UG3A8	34304	GTF2E2	General transcription factor IIE, polypeptide 2, beta 34kDa	2961
UG3A9	34327	FOS	FBJ murine osteosarcoma viral oncogene homolog	2353
UG3A10	34357	ACTB	Actin, beta	60
UG3A11	34349			
UG3A12	34355	CALM2	Calmodulin 2 (phosphorylase kinase, delta)	805
UG3B1	34396			
UG3B2	34537	GNB1	Guanine nucleotide binding protein (G protein), beta polypeptide 1	2782
UG3B3	34555			
UG3B4	34606		Transcribed locus	
UG3B5	34637	CD27	CD27 molecule	939
UG3B6	34647	NME2	Non-metastatic cells 2, protein (NM23B) expressed in	4831
UG3B7	34662	SRP9	Signal recognition particle 9kDa	6726
UG3B8	34660	RRAGA	Ras-related GTP binding A	10670
UG3B9	34671	CRH	Corticotropin releasing hormone	1392
UG3B10	34761	LAPTM4A	Lysosomal protein transmembrane 4 alpha	9741
UG3B12	34945	TUFM	Tu translation elongation factor, mitochondrial	7284
UG3C1	34974	PAFAH1B1	Platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)	5048
UG3C2	35110	GM2A	GM2 ganglioside activator	2760
UG3C3	35284	PPP5C	Protein phosphatase 5, catalytic subunit	5536
UG3C4	35297	PPP2R2B	Protein phosphatase 2, regulatory subunit B, beta	5521
UG3C5	35313	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	506
UG3C6	35320	NET1	Neuroepithelial cell transforming 1	10276
UG3C8	35559	MARS	Methionyl-tRNA synthetase	4141
UG3C9	35609	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	535
UG3D1	35850	ENO2	Enolase 2 (gamma, neuronal)	2026
UG3D2	35865	ANXA6	Annexin A6	309
UG3D4	36007			
UG3D5	36060	PSME1	Proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	5720
UG3D6	36109	PMPCA	Peptidase (mitochondrial processing) alpha	23203
UG3D7	36191	FN1	Fibronectin 1	2335
UG3D8	36202	RPL29	Ribosomal protein L29	6159
UG3D11	36393	ACAT2	Acetyl-CoA acetyltransferase 2	39
UG3D12	36560	APP	Amyloid beta (A4) precursor protein	351
UG3E1	36593	APEH	N-acylaminoacyl-peptide hydrolase	327
UG3E2	36676			
UG3E3	36681	IGHG1	Immunoglobulin heavy constant gamma 1 (G1m marker)	3500
UG3E5	36717	TNFAIP1	Tumor necrosis factor, alpha-induced protein 1 (endothelial)	7126
UG3E6	36775	HADHA	Hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit	3030
UG3E7	36796	GYG1	Glycogenin 1	2992
UG3E9	36844	IL1RN	Interleukin 1 receptor antagonist	3557
UG3E10	36904	CIRBP	Cold inducible RNA binding protein	1153
UG3E11	36916	HLA-B	Major histocompatibility complex, class I, B	3106
UG3E12	36922			
UG3F1	36927			
UG3F2	36950	PFKL	Phosphofructokinase, liver	5211
UG3F3	36983	GNAI3	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	2773
UG3F6	37118	IMMT	Inner membrane protein, mitochondrial	10989
UG3F7	37145	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	498
UG3F8	37196	BCAP31	B-cell receptor-associated protein 31	10134
UG3F9	37230	PLTP	Phospholipid transfer protein	5360
UG3F11	37234	MAP4K2	Mitogen-activated protein kinase kinase kinase kinase 2	5871
UG3F12	37269	PEPD	Peptidase D	5184
UG3G1	37347			
UG3G2	37366			
UG3G3	37380	COL1A1	Collagen, type I, alpha 1	1277
UG3G4	37435			
UG3G5	37433	OXA1L	Oxidase (cytochrome c) assembly 1-like	5018
UG3G6	37451	CKB	Creatine kinase, brain	1152
UG3G7	37477	ENO1	Enolase 1, (alpha)	2023
UG3G8	37485			
UG3G10	37513			
UG3G11	37622	MUT	Methylmalonyl CoA mutase	4594
UG3H2	37760	NUP93	Nucleoporin 93kDa	9688
UG3H4	37797			
UG3H5	37892	C18orf56	Chromosome 18 open reading frame 56	494514
UG3H8	37964			
UG3H9	38397	SLC25A3	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	5250
UG3H10	38393	CTGF	Connective tissue growth factor	1490
UG3H12	38500	PTPN12	Protein tyrosine phosphatase, non-receptor type 12	5782
UG4A6	38829	PTPRR	Protein tyrosine phosphatase, receptor type, R	5801
UG4A7	38840	GAS6	Growth arrest-specific 6	2621
UG4B1	39093	METAP2	Methionyl aminopeptidase 2	10988
UG4B2	39148	FMOD	Fibromodulin	2331
UG4B3	39159	PGAM1	Phosphoglycerate mutase 1 (brain)	5223
UG4B4	39169	CD81	CD81 molecule	975
UG4B5	39173	DGCR2	DiGeorge syndrome critical region gene 2	9993
UG4B6	39195	BCL7B	B-cell CLL/lymphoma 7B	9275
UG4B7	39205			
UG4B8	39270	BCR	Breakpoint cluster region	613
UG4B9	39285	GLUD1	Glutamate dehydrogenase 1	2746
UG4B10	39380	SST	Somatostatin	6750
UG4C2	39728			
UG4C3	39781	CD63	CD63 molecule	967
UG4C4	39796	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	3155
UG4C5	39827	ADAR	Adenosine deaminase, RNA-specific	103
UG4C6	39861	RNH1	Ribonuclease/angiogenin inhibitor 1	6050
UG4C7	39876	MINK1	Misshapen-like kinase 1	50488
UG4C9	39903	SLC2A1	Solute carrier family 2 (facilitated glucose transporter), member 1	6513
UG4C10	39965	TAGLN	Transgelin	6876
UG4C11	39993	SOD1	Superoxide dismutase 1, soluble	6647
UG4D3	40110	TTR	Transthyretin	7276
UG4D4	40111	SIK1	Salt-inducible kinase 1	150094
UG4D5	40151	APOD	Apolipoprotein D	347
UG4D6	40205	CTSB	Cathepsin B	1508
UG4D7	40276	UBE2A	Ubiquitin-conjugating enzyme E2A	7319
UG4D8	40304	SDHA	Succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	6389
UG4D9	40360	EIF2B5	Eukaryotic translation initiation factor 2B, subunit 5 epsilon, 82kDa	8893
UG4D11	40440		Transcribed locus	
UG4D12	40442	DDB1	Damage-specific DNA binding protein 1, 127kDa	1642
UG4E2	40562	SGCB	Sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)	6443
UG4E4	40764	SNCA	Synuclein, alpha (non A4 component of amyloid precursor)	6622
UG4E5	40765	HLA-DRA	Major histocompatibility complex, class II, DR alpha	3122
UG4E7	40874	TUBG1	Tubulin, gamma 1	7283
UG4E9	40911	H2AFZ	H2A histone family, member Z	3015
UG4E10	40959			
UG4E11	40991	JUN	Jun proto-oncogene	3725
UG4F1	41208	BMP1	Bone morphogenetic protein 1	649
UG4F3	41356	PPP2R5A	Protein phosphatase 2, regulatory subunit B@#$%&, alpha	5525
UG4F4	41392			
UG4F5	41439	CFL1	Cofilin 1 (non-muscle)	1072
UG4F6	41452			
UG4F7	41511			
UG4F8	41559	UBL4A	Ubiquitin-like 4A	8266
UG4F9	41773			
UG4F10	41796	NRIP1	Nuclear receptor interacting protein 1	8204
UG4G1	41857		Transcribed locus	
UG4G2	41918	MPP1	Membrane protein, palmitoylated 1, 55kDa	4354
UG4G3	42020	POLR2B	Polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	5431
UG4G4	42058	GRB2	Growth factor receptor-bound protein 2	2885
UG4G5	42059	DLD	Dihydrolipoamide dehydrogenase	1738
UG4G6	42088	TMEM11	Transmembrane protein 11	8834
UG4G7	42096	CCT3	Chaperonin containing TCP1, subunit 3 (gamma)	7203
UG4G8	42130	C1QBP	Complement component 1, q subcomponent binding protein	708
UG4G10	42284	AARS	Alanyl-tRNA synthetase	16
UG4H5	42576	UBA1	Ubiquitin-like modifier activating enzyme 1	7317
UG4H7	42648	TKT	Transketolase	7086
UG4H8	42677	DCTD	DCMP deaminase	1635
UG4H10	42777	GSPT1	G1 to S phase transition 1	2935
UG4H11	42844	PEX5	Peroxisomal biogenesis factor 5	5830
UG4H12	42888	ILF2	Interleukin enhancer binding factor 2, 45kDa	3608
UG5A1	42894	PWP1	PWP1 homolog (S. cerevisiae)	11137
UG5A6	43021	HARS	Histidyl-tRNA synthetase	3035
UG5A7	43060	CKAP5	Cytoskeleton associated protein 5	9793
UG5A8	43092		Transcribed locus	
UG5A9	43110			
UG5A10	43129	TOP1	Topoisomerase (DNA) I	7150
UG5A12	43229	PCNA	Proliferating cell nuclear antigen	5111
UG5B1	43231	PSMD2	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	5708
UG5B2	43338		Transcribed locus, strongly similar to NP_001020804.1 heterogeneous nuclear ribonucleoprotein C [Rattus norvegicus]	
UG5B3	43241		Transcribed locus	
UG5B4	43409	EFNB2	Ephrin-B2	1948
UG5B5	43504	THRA	Thyroid hormone receptor, alpha	7067
UG5B6	43541	PTK2B	PTK2B protein tyrosine kinase 2 beta	2185
UG5B7	43549	PKM2	Pyruvate kinase, muscle	5315
UG5B8	43550	LDHA	Lactate dehydrogenase A	3939
UG5B9	43563	CYP27A1	Cytochrome P450, family 27, subfamily A, polypeptide 1	1593
UG5B12	43631	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)	7520
UG5C1	43711	SRD5A1	Steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	6715
UG5C2	43719	PPP2CA	Protein phosphatase 2, catalytic subunit, alpha isozyme	5515
UG5C3	43826	ATP6V1C1	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	528
UG5C4	43858	DDR2	Discoidin domain receptor tyrosine kinase 2	4921
UG5C5	43885	IARS	Isoleucyl-tRNA synthetase	3376
UG5C6	43960	RSU1	Ras suppressor protein 1	6251
UG5C7	44014	FKBP1A	FK506 binding protein 1A, 12kDa	2280
UG5C8	44050	LASP1	LIM and SH3 protein 1	3927
UG5C9	44105	SEC24C	SEC24 family, member C (S. cerevisiae)	9632
UG5C10	44159	MARCKSL1	MARCKS-like 1	65108
UG5C11	44173	RBBP4	Retinoblastoma binding protein 4	5928
UG5C12	44180	A2M	Alpha-2-macroglobulin	2
UG5D1	44178	TMBIM6	Transmembrane BAX inhibitor motif containing 6	7009
UG5D2	44193	VCL	Vinculin	7414
UG5D3	44218	QARS	Glutaminyl-tRNA synthetase	5859
UG5D4	44255	MRPL3	Mitochondrial ribosomal protein L3	11222
UG5D5	44266	PSMA6	Proteasome (prosome, macropain) subunit, alpha type, 6	5687
UG5D6	44302		CDNA FLJ53752 complete cds, highly similar to Heat shock 70 kDa protein 1	
UG5D7	44307	HIST2H2BE	Histone cluster 2, H2be	8349
UG5D8	44311	MCAM	Melanoma cell adhesion molecule	4162
UG5D9	44367	KARS	Lysyl-tRNA synthetase	3735
UG5D10	44414	IDS	Iduronate 2-sulfatase	3423
UG5D11	44477	VCAM1	Vascular cell adhesion molecule 1	7412
UG5E2	44537	SNRPB	Small nuclear ribonucleoprotein polypeptides B and B1	6628
UG5E3	44563	GAP43	Growth associated protein 43	2596
UG5E4	44584	DKK3	Dickkopf 3 homolog (Xenopus laevis)	27122
UG5E5	44605	TMEM50A	Transmembrane protein 50A	23585
UG5E6	44666	XRCC6	X-ray repair complementing defective repair in Chinese hamster cells 6	2547
UG5E7	44689	RBBP7	Retinoblastoma binding protein 7	5931
UG5E8	44699	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b	533
UG5E10	44721	PSMB5	Proteasome (prosome, macropain) subunit, beta type, 5	5693
UG5E11	44722	MMD	Monocyte to macrophage differentiation-associated	23531
UG5F1	45222			
UG5F2	45233	CCT6A	Chaperonin containing TCP1, subunit 6A (zeta 1)	908
UG5F3	45291	ATN1	Atrophin 1	1822
UG5F4	45376	ACAA2	Acetyl-CoA acyltransferase 2	10449
UG5F5	45421	TGFBI	Transforming growth factor, beta-induced, 68kDa	7045
UG5F6	45564	ZNF7	Zinc finger protein 7	7553
UG5F7	45568	CAT	Catalase	847
UG5F8	45604	BCL7A	B-cell CLL/lymphoma 7A	605
UG5F9	45643	GFM2	G elongation factor, mitochondrial 2	84340
UG5F10	45658	MTFR1	Mitochondrial fission regulator 1	9650
UG5F11	45794	UNG	Uracil-DNA glycosylase	7374
UG5F12	45851	SLC19A1	Solute carrier family 19 (folate transporter), member 1	6573
UG5G1	45840	SRSF4	Serine/arginine-rich splicing factor 4	6429
UG5G2	45941	DNMT1	DNA (cytosine-5-)-methyltransferase 1	1786
UG5G3	46019	MCM7	Minichromosome maintenance complex component 7	4176
UG5G4	46042	PPP2R5B	Protein phosphatase 2, regulatory subunit B@#$%&, beta	5526
UG5G5	46171	EIF4A1	Eukaryotic translation initiation factor 4A1	1973
UG5G6	46213			
UG5G7	46302	ALDOA	Aldolase A, fructose-bisphosphate	226
UG5G8	46303			
UG5G9	46329	CAPZB	Capping protein (actin filament) muscle Z-line, beta	832
UG5G10	46339	RAF1	V-raf-1 murine leukemia viral oncogene homolog 1	5894
UG5G11	46354	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	3340
UG5G12	46419			
UG5H3	46548	ARHGAP1	Rho GTPase activating protein 1	392
UG5H4	46574	GNAI2	Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	2771
UG5H5	46711			
UG5H6	46777	RPS4X	Ribosomal protein S4, X-linked	6191
UG5H7	46920	PPP1CC	Protein phosphatase 1, catalytic subunit, gamma isozyme	5501
UG5H8	46936	MLLT3	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	4300
UG5H9	47038			
UG5H11	47125	CTSD	Cathepsin D	1509
UG5H12	47202	ARF1	ADP-ribosylation factor 1	375
UG6A6	47384	MTHFD1	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	4522
UG6A7	47386	SERPINA3	Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	12
UG6A8	47463	CTR9	Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	9646
UG6A12	47631	PFKM	Phosphofructokinase, muscle	5213
UG6B2	47679	CD14	CD14 molecule	929
UG6B3	47727	PYGB	Phosphorylase, glycogen; brain	5834
UG6B4	47838	IMPDH2	IMP (inosine 5@#$%&-monophosphate) dehydrogenase 2	3615
UG6B5	47833	TUBA1A	Tubulin, alpha 1a	7846
UG6B7	47884	LOC284889	Uncharacterized LOC284889	284889
UG6B8	48077	BDH1	3-hydroxybutyrate dehydrogenase, type 1	622
UG6B9	48085	ZFP36L1	Zinc finger protein 36, C3H type-like 1	677
UG6B11	48234	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	476
UG6B12	48406	HSD17B4	Hydroxysteroid (17-beta) dehydrogenase 4	3295
UG6C1	48452	SMPD1	Sphingomyelin phosphodiesterase 1, acid lysosomal	6609
UG6C2	48458			
UG6C3	48503	SLC16A2	Solute carrier family 16, member 2 (thyroid hormone transporter)	6567
UG6C4	48629	POLB	Polymerase (DNA directed), beta	5423
UG6C6	48717	CTCF	CCCTC-binding factor (zinc finger protein)	10664
UG6C7	48713	MYO19	Myosin XIX	80179
UG6C9	48803	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	4665
UG6C11	49243	SEPT2	Septin 2	4735
UG6D1	49277	NREP	Neuronal regeneration related protein homolog (rat)	9315
UG6D3	49322	SNX17	Sorting nexin 17	9784
UG6D4	49383	GRK6	G protein-coupled receptor kinase 6	2870
UG6D5	49403	NACA	Nascent polypeptide-associated complex alpha subunit	4666
UG6D7	49584	LIPA	Lipase A, lysosomal acid, cholesterol esterase	3988
UG6D8	49608	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1	515
UG6D9	49665	EDNRB	Endothelin receptor type B	1910
UG6D10	49666	MFSD10	Major facilitator superfamily domain containing 10	10227
UG6D11	49691	PRNP	Prion protein	5621
UG6E2	49777	OAZ1	Ornithine decarboxylase antizyme 1	4946
UG6E3	49788	CRAT	Carnitine O-acetyltransferase	1384
UG6E5	49888	ARL4D	ADP-ribosylation factor-like 4D	379
UG6E11	50038	PGK1	Phosphoglycerate kinase 1	5230
UG6F1	50117	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	2597
UG6F2	50106	PNP	Purine nucleoside phosphorylase	4860
UG6F5	50232	PTP4A2	Protein tyrosine phosphatase type IVA, member 2	8073
UG6F7	50271	BCKDHA	Branched chain keto acid dehydrogenase E1, alpha polypeptide	593
UG6F8	50308	LGALS3BP	Lectin, galactoside-binding, soluble, 3 binding protein	3959
UG6F9	50322	PRDX1	Peroxiredoxin 1	5052
UG6F11	50363	SPTAN1	Spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	6709
UG6G1	50555	RPL3	Ribosomal protein L3	6122
UG6G2	50561	PRKCB	Protein kinase C, beta	5579
UG6G3	50576	SF1	Splicing factor 1	7536
UG6G4	50609	NCL	Nucleolin	4691
UG6G5	50603	EEF1D	Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	1936
UG6G6	50666	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase	1650
UG6G7	50816	CNP	2@#$%&,3@#$%&-cyclic nucleotide 3@#$%& phosphodiesterase	1267
UG6G8	50888	PRDX3	Peroxiredoxin 3	10935
UG6G9	50941	CDH13	Cadherin 13, H-cadherin (heart)	1012
UG6G11	51018			
UG6G12	51209	PPP1CB	Protein phosphatase 1, catalytic subunit, beta isozyme	5500
UG6H1	51219	CD164	CD164 molecule, sialomucin	8763
UG6H2	51241	VDAC2	Voltage-dependent anion channel 2	7417
UG6H3	51302			
UG6H4	51293	ACY1	Aminoacylase 1	95
UG6H5	51318	HK1	Hexokinase 1	3098
UG6H9	51432	RAD23A	RAD23 homolog A (S. cerevisiae)	5886
UG6H10	51454			
UG6H11	51461	H3F3B	H3 histone, family 3B (H3.3B)	3021
UG6H12	51504	RPL7A	Ribosomal protein L7a	6130
LO6A3	471715	HCK	Hemopoietic cell kinase	3055
LO6A4	472067	GMFB	Glia maturation factor, beta	2764
LO6A5	484993	CD81	CD81 molecule	975
LO6A6	485690	MYH9	Myosin, heavy chain 9, non-muscle	4627
LO6A7	486012	RAB10	RAB10, member RAS oncogene family	10890
LO6A8	486335	ACTN1	Actinin, alpha 1	87
LO6A9	486375	ITGB1	Integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	3688
LO6A10	486233	RAB7A	RAB7A, member RAS oncogene family	7879
LO6A11	486086	RHOQ	Ras homolog family member Q	23433
LO6A12	486785	SLC22A3	Solute carrier family 22 (extraneuronal monoamine transporter), member 3	6581
LO6B1	486560	CD99	CD99 molecule	4267
LO6B2	486844	GJA1	Gap junction protein, alpha 1, 43kDa	2697
LO6B3	487417	MAPK6	Mitogen-activated protein kinase 6	5597
LO6B4	487264	CD63	CD63 molecule	967
LO6B5	487386	MAP4	Microtubule-associated protein 4	4134
LO6B6	487878		Transcribed locus, moderately similar to XP_002714807.1 PREDICTED: heat shock 70kDa protein 8 [Oryctolagus cuniculus]	
LO6B7	488103	A2M	Alpha-2-macroglobulin	2
LO6B8	488596	CD82	CD82 molecule	3732
LO6B9	488373	MYO1E	Myosin IE	4643
